goal_reached,collision,out_of_bounds,time_out,episode_steps,duration_s,final_distance_to_goal_m,path_length_m,trajectory_efficiency,command_variation_mps,command_variation_rate_mps2,min_clearance_m,mean_residual_mps
False,True,False,False,43,1.71999990940094,13.984502792358398,2.998851776123047,5.525933742523193,2.771177053451538,1.611149549484253,-0.0036461949348449707,0.0
False,True,False,False,43,1.71999990940094,13.932145118713379,3.010263681411743,5.492137432098389,4.395663738250732,2.5556185245513916,-0.0043253302574157715,0.0
False,True,False,False,44,1.7599999904632568,13.957833290100098,3.008286714553833,5.474330902099609,3.0409562587738037,1.727816104888916,-0.007810354232788086,0.0
False,True,False,False,45,1.7999999523162842,13.952310562133789,3.1406712532043457,5.280195236206055,3.0740904808044434,1.7078280448913574,-0.008785009384155273,0.0
False,True,False,False,45,1.7999999523162842,13.94029426574707,3.0199942588806152,5.485355854034424,4.6140055656433105,2.5633366107940674,-0.0022021234035491943,0.0
False,True,False,False,45,1.7999999523162842,13.953274726867676,3.0519862174987793,5.411459445953369,2.607975721359253,1.4488754272460938,-0.0031379759311676025,0.0
False,True,False,False,46,1.8399999141693115,13.954377174377441,3.2289693355560303,5.198868751525879,4.671894550323486,2.5390732288360596,-0.006820052862167358,0.0
False,True,False,False,46,1.8399999141693115,13.975645065307617,3.1022772789001465,5.342840194702148,2.976504325866699,1.6176655292510986,-0.000322192907333374,0.0
False,True,False,False,46,1.8399999141693115,13.995866775512695,3.039386034011841,5.44556999206543,2.8305394649505615,1.5383367538452148,-0.0018079578876495361,0.0
False,True,False,False,46,1.8399999141693115,13.97116756439209,3.041256904602051,5.415498733520508,2.8784918785095215,1.5643978118896484,-0.005195975303649902,0.0
False,True,False,False,46,1.8399999141693115,13.939777374267578,3.134852886199951,5.280327320098877,2.9423208236694336,1.5990874767303467,-0.0023498833179473877,0.0
False,True,False,False,47,1.8799999952316284,13.967855453491211,3.1324617862701416,5.2805094718933105,2.771207571029663,1.4740465879440308,-0.007771909236907959,0.0
False,True,False,False,47,1.8799999952316284,13.958028793334961,3.1527040004730225,5.269982814788818,3.0614311695098877,1.6284208297729492,-0.001756519079208374,0.0
False,True,False,False,47,1.8799999952316284,13.939581871032715,3.3462674617767334,5.041203022003174,2.954615831375122,1.5716041326522827,-0.005852788686752319,0.0
False,True,False,False,47,1.8799999952316284,13.967437744140625,3.023799180984497,5.463537216186523,3.069978952407837,1.6329675912857056,-0.0015780329704284668,0.0
False,True,False,False,47,1.8799999952316284,13.93822193145752,3.296574354171753,5.081645488739014,2.6864922046661377,1.4289852380752563,-0.004571676254272461,0.0
False,True,False,False,47,1.8799999952316284,13.968707084655762,3.022892713546753,5.465732574462891,2.9471302032470703,1.567622423171997,-0.005924135446548462,0.0
False,True,False,False,48,1.9199999570846558,13.927178382873535,3.314650058746338,5.045418739318848,2.973369836807251,1.5486301183700562,-0.0016171038150787354,0.0
False,True,False,False,48,1.9199999570846558,13.984360694885254,2.98630952835083,5.513930320739746,2.84197735786438,1.4801965951919556,-0.009094983339309692,0.0
False,True,False,False,48,1.9199999570846558,13.943568229675293,3.3087778091430664,5.058978080749512,2.569467306137085,1.3382642269134521,-0.0027670860290527344,0.0
False,True,False,False,48,1.9199999570846558,13.942658424377441,3.234924793243408,5.148741245269775,2.980590343475342,1.5523908138275146,-0.0006149411201477051,0.0
False,True,False,False,49,1.959999918937683,14.039693832397461,3.1626577377319336,5.282344818115234,2.7036986351013184,1.3794381618499756,-0.00012215971946716309,0.0
False,True,False,False,49,1.959999918937683,13.973339080810547,2.971961498260498,5.552257061004639,2.930866241455078,1.4953399896621704,-0.0043309032917022705,0.0
False,True,False,False,49,1.959999918937683,14.006937026977539,3.3126842975616455,5.0771284103393555,2.9252471923828125,1.4924731254577637,-0.0012800991535186768,0.0
False,True,False,False,49,1.959999918937683,13.996514320373535,3.073514223098755,5.404379367828369,2.836796998977661,1.447345495223999,-0.0031299889087677,0.0
False,True,False,False,49,1.959999918937683,14.000016212463379,3.387259006500244,4.987656593322754,2.9619507789611816,1.5111994743347168,-0.0075952112674713135,0.0
False,True,False,False,50,2.0,13.966285705566406,3.2091965675354004,5.195451736450195,2.928528308868408,1.464264154434204,-0.002772718667984009,0.0
False,True,False,False,50,2.0,13.957879066467285,2.921380043029785,5.635523319244385,3.1811351776123047,1.5905675888061523,-0.006024032831192017,0.0
False,True,False,False,50,2.0,13.946489334106445,3.1247639656066895,5.30963134765625,2.976445198059082,1.488222599029541,-0.0015858709812164307,0.0
False,True,False,False,51,2.0399999618530273,14.028407096862793,3.0601279735565186,5.421159744262695,2.8893373012542725,1.416341781616211,-0.014942914247512817,0.0
False,True,False,False,51,2.0399999618530273,13.974156379699707,3.273650646209717,5.149023056030273,3.6286799907684326,1.7787647247314453,-0.0007227063179016113,0.0
False,True,False,False,51,2.0399999618530273,13.98004150390625,3.383009672164917,4.992393970489502,2.9531919956207275,1.4476431608200073,-0.007828176021575928,0.0
False,True,False,False,51,2.0399999618530273,13.985220909118652,3.362733840942383,5.01350736618042,2.7814207077026367,1.3634415864944458,-0.01298096776008606,0.0
False,True,False,False,51,2.0399999618530273,14.021675109863281,3.1198458671569824,5.333738327026367,2.6540138721466064,1.3009872436523438,-0.010487675666809082,0.0
False,True,False,False,51,2.0399999618530273,13.940071105957031,3.371816635131836,4.999526023864746,3.149324655532837,1.543786644935608,-0.0035793185234069824,0.0
False,True,False,False,52,2.0799999237060547,13.953344345092773,3.2819204330444336,5.107114315032959,2.9674875736236572,1.4266767501831055,-0.00828602910041809,0.0
False,True,False,False,52,2.0799999237060547,13.960241317749023,3.0674989223480225,5.387710094451904,2.896306037902832,1.3924548625946045,-0.006894290447235107,0.0
False,True,False,False,53,2.119999885559082,13.961915016174316,3.100046396255493,5.361051559448242,2.941746711730957,1.3876163959503174,-0.0031801462173461914,0.0
False,True,False,False,53,2.119999885559082,13.942190170288086,3.170799493789673,5.228139877319336,2.964451551437378,1.3983262777328491,-0.0008426904678344727,0.0
False,True,False,False,53,2.119999885559082,14.006114959716797,3.3831405639648438,4.994239807128906,2.9122536182403564,1.3737045526504517,-0.005615592002868652,0.0
False,True,False,False,54,2.1599998474121094,14.031798362731934,3.1727418899536133,5.27395486831665,2.800368547439575,1.2964670658111572,-0.00339314341545105,0.0
False,True,False,False,54,2.1599998474121094,14.001134872436523,3.103123664855957,5.355287075042725,2.880584716796875,1.333604097366333,-0.0009646415710449219,0.0
False,True,False,False,54,2.1599998474121094,13.9745454788208,3.146371603012085,5.278163909912109,2.9102132320404053,1.3473210334777832,-0.005156785249710083,0.0
False,True,False,False,54,2.1599998474121094,13.956677436828613,3.5084478855133057,4.833542823791504,3.109318733215332,1.4394994974136353,-0.00034096837043762207,0.0
False,True,False,False,54,2.1599998474121094,13.97731876373291,3.294954538345337,5.078014373779297,2.730128526687622,1.2639484405517578,-0.0009590089321136475,0.0
False,True,False,False,55,2.200000047683716,14.005012512207031,3.2588396072387695,5.153923034667969,2.7981553077697754,1.2718887329101562,-0.0034135282039642334,0.0
False,True,False,False,55,2.200000047683716,13.988253593444824,2.9851627349853516,5.521969795227051,2.7523303031921387,1.2510591745376587,-0.014000922441482544,0.0
False,True,False,False,55,2.200000047683716,13.98566722869873,3.2185776233673096,5.187197208404541,2.7827682495117188,1.2648946046829224,-0.014001518487930298,0.0
False,True,False,False,55,2.200000047683716,13.985389709472656,3.0653905868530273,5.394715785980225,2.855693817138672,1.29804265499115,-0.018362104892730713,0.0
False,True,False,False,55,2.200000047683716,13.96561336517334,3.253255605697632,5.136847496032715,2.91093111038208,1.3231505155563354,-0.00045934319496154785,0.0
False,True,False,False,55,2.200000047683716,14.000961303710938,3.0985660552978516,5.34792423248291,2.7409791946411133,1.2458995580673218,-0.004155635833740234,0.0
False,True,False,False,55,2.200000047683716,14.019433975219727,3.090919256210327,5.369670867919922,2.860133409500122,1.3000606298446655,-0.013464212417602539,0.0
False,True,False,False,56,2.240000009536743,14.001379013061523,3.441925525665283,4.925329685211182,2.813246011734009,1.2559133768081665,-0.013926088809967041,0.0
False,True,False,False,57,2.2799999713897705,13.963984489440918,3.4585201740264893,4.889670372009277,3.0122902393341064,1.321179986000061,-0.005256831645965576,0.0
False,True,False,False,57,2.2799999713897705,13.955965995788574,3.0708000659942627,5.372030258178711,2.8671391010284424,1.2575172185897827,-0.005350023508071899,0.0
False,True,False,False,57,2.2799999713897705,14.001678466796875,3.335452079772949,5.057125568389893,2.9411816596984863,1.2899919748306274,-0.004240930080413818,0.0
False,True,False,False,58,2.319999933242798,14.005434036254883,3.0605461597442627,5.401806354522705,2.7623181343078613,1.1906543970108032,-0.0014935731887817383,0.0
False,True,False,False,58,2.319999933242798,13.973604202270508,3.232675552368164,5.177287578582764,2.929704427719116,1.2628036737442017,-0.006175130605697632,0.0
False,True,False,False,58,2.319999933242798,13.960189819335938,3.27394700050354,5.141946315765381,2.898590087890625,1.2493922710418701,-0.003196924924850464,0.0
False,True,False,False,58,2.319999933242798,14.002455711364746,2.933795928955078,5.6143598556518555,3.477145195007324,1.4987695217132568,-0.02532091736793518,0.0
False,True,False,False,58,2.319999933242798,13.994362831115723,3.0268256664276123,5.47712516784668,2.98311185836792,1.2858240604400635,-0.002372056245803833,0.0
False,True,False,False,58,2.319999933242798,13.950950622558594,3.4621989727020264,4.881394863128662,2.9358420372009277,1.2654491662979126,-0.00226438045501709,0.0
False,True,False,False,59,2.359999895095825,13.999220848083496,3.3730239868164062,5.0000386238098145,2.9714441299438477,1.2590866088867188,-0.0005943477153778076,0.0
False,True,False,False,59,2.359999895095825,13.984720230102539,3.173731803894043,5.266050815582275,2.9279747009277344,1.2406673431396484,-0.006827235221862793,0.0
False,True,False,False,60,2.3999998569488525,13.96756649017334,3.3446905612945557,5.02612829208374,2.8566904067993164,1.190287709236145,-0.011441588401794434,0.0
False,True,False,False,60,2.3999998569488525,13.98332405090332,3.401946544647217,4.965766906738281,2.779520273208618,1.1581335067749023,-0.01228371262550354,0.0
False,True,False,False,60,2.3999998569488525,13.979978561401367,3.3093416690826416,5.075588703155518,2.8683767318725586,1.1951570510864258,-0.002760767936706543,0.0
False,True,False,False,60,2.3999998569488525,13.976311683654785,3.0724990367889404,5.384545803070068,2.8440847396850586,1.1850353479385376,-0.002063184976577759,0.0
False,True,False,False,60,2.3999998569488525,13.968080520629883,3.1488754749298096,5.272991180419922,2.8506486415863037,1.1877703666687012,-0.002322465181350708,0.0
False,True,False,False,52,2.0799999237060547,13.981880187988281,3.1254916191101074,5.300303936004639,2.814124584197998,1.3529446125030518,-0.00012236833572387695,0.0
False,True,False,False,54,2.1599998474121094,13.933920860290527,3.4660637378692627,4.862551212310791,2.8812906742095947,1.3339309692382812,-0.00048673152923583984,0.0
False,True,False,False,52,2.0799999237060547,13.977380752563477,3.2998602390289307,5.088037490844727,2.9756522178649902,1.4306020736694336,-0.0070434510707855225,0.0
False,True,False,False,50,2.0,13.963713645935059,3.0503499507904053,5.403347015380859,2.7634387016296387,1.3817193508148193,-0.01016002893447876,0.0
True,False,False,False,280,11.199999809265137,0.28588202595710754,19.86456871032715,0.8368828892707825,111.00863647460938,9.91148567199707,0.6229754686355591,0.0
True,False,False,False,283,11.319999694824219,0.25427356362342834,20.30730438232422,0.8172667026519775,118.13610076904297,10.436051368713379,0.1703788936138153,0.0
True,False,False,False,284,11.359999656677246,0.2930750846862793,19.725282669067383,0.8371974229812622,101.73735046386719,8.955753326416016,0.6486955881118774,0.0
True,False,False,False,286,11.4399995803833,0.28071990609169006,19.971927642822266,0.8304340839385986,113.8709945678711,9.953758239746094,0.5725347995758057,0.0
True,False,False,False,286,11.4399995803833,0.24087415635585785,19.99440574645996,0.8234862685203552,106.86943054199219,9.341733932495117,0.16034695506095886,0.0
True,False,False,False,287,11.479999542236328,0.26335594058036804,20.32228660583496,0.8277116417884827,118.5589599609375,10.327435493469238,0.5808324813842773,0.0
True,False,False,False,289,11.559999465942383,0.2863602638244629,19.975563049316406,0.8324165940284729,106.24207305908203,9.19049072265625,0.5300607681274414,0.0
True,False,False,False,289,11.559999465942383,0.29515063762664795,20.282485961914062,0.8242000937461853,118.28643035888672,10.232390403747559,0.38295695185661316,0.0
True,False,False,False,290,11.59999942779541,0.2529292404651642,20.26301383972168,0.811941921710968,118.5939712524414,10.223618507385254,0.0313972532749176,0.0
True,False,False,False,290,11.59999942779541,0.25747552514076233,20.21894073486328,0.8264967799186707,118.28704833984375,10.197159767150879,0.5199224948883057,0.0
True,False,False,False,291,11.639999389648438,0.25969550013542175,20.295351028442383,0.831350564956665,113.37557220458984,9.740169525146484,0.6072220802307129,0.0
True,False,False,False,291,11.639999389648438,0.23524601757526398,20.432188034057617,0.8249906897544861,107.02096557617188,9.194241523742676,0.16601648926734924,0.0
True,False,False,False,292,11.679999351501465,0.25175726413726807,20.41192626953125,0.8306705951690674,109.61894989013672,9.385184288024902,0.38700154423713684,0.0
True,False,False,False,292,11.679999351501465,0.2418043613433838,20.169408798217773,0.8167667984962463,110.69451141357422,9.477270126342773,0.02080187201499939,0.0
True,False,False,False,292,11.679999351501465,0.2681465446949005,20.362699508666992,0.820878267288208,122.45306396484375,10.48399543762207,0.4200151860713959,0.0
True,False,False,False,293,11.719999313354492,0.25753143429756165,20.347932815551758,0.8250311017036438,131.32212829589844,11.204960823059082,0.5810489654541016,0.0
True,False,False,False,293,11.719999313354492,0.27167990803718567,20.071195602416992,0.8214240074157715,117.72498321533203,10.044794082641602,0.3862355649471283,0.0
True,False,False,False,293,11.719999313354492,0.23239287734031677,20.29553985595703,0.8259350061416626,114.64806365966797,9.782258987426758,0.513507604598999,0.0
True,False,False,False,293,11.719999313354492,0.2989913523197174,20.47330665588379,0.8214455842971802,116.70231628417969,9.957535743713379,0.026702016592025757,0.0
True,False,False,False,293,11.719999313354492,0.24202443659305573,19.98081398010254,0.8247570395469666,106.48518371582031,9.085766792297363,0.25804296135902405,0.0
True,False,False,False,294,11.75999927520752,0.23851504921913147,20.403369903564453,0.8162288665771484,112.55860900878906,9.571310997009277,0.012690693140029907,0.0
True,False,False,False,294,11.75999927520752,0.2897180914878845,20.448610305786133,0.8132684230804443,117.81739807128906,10.018486976623535,0.014028340578079224,0.0
True,False,False,False,294,11.75999927520752,0.2569516897201538,20.255752563476562,0.8195849657058716,119.11327362060547,10.128680229187012,0.4594021141529083,0.0
True,False,False,False,294,11.75999927520752,0.24857504665851593,20.18924331665039,0.8226004838943481,114.71430969238281,9.754618644714355,0.4424090087413788,0.0
True,False,False,False,294,11.75999927520752,0.23891687393188477,20.293445587158203,0.8167321085929871,113.99348449707031,9.693324089050293,0.015928804874420166,0.0
True,False,False,False,295,11.800000190734863,0.24320651590824127,20.352344512939453,0.828734278678894,103.48371887207031,8.769806861877441,0.31613847613334656,0.0
True,False,False,False,295,11.800000190734863,0.24211017787456512,20.578731536865234,0.8222471475601196,110.71466064453125,9.382597923278809,0.07241621613502502,0.0
True,False,False,False,295,11.800000190734863,0.2754507064819336,20.22298240661621,0.8246294260025024,102.83540344238281,8.714864730834961,0.04771453142166138,0.0
True,False,False,False,295,11.800000190734863,0.2652455270290375,20.001140594482422,0.8282254934310913,122.48765563964844,10.38031005859375,0.648108959197998,0.0
True,False,False,False,296,11.84000015258789,0.24483293294906616,20.434906005859375,0.8186904191970825,125.77662658691406,10.623025894165039,0.3830380141735077,0.0
True,False,False,False,296,11.84000015258789,0.24807263910770416,20.412160873413086,0.8132818341255188,121.9127426147461,10.296684265136719,0.25753602385520935,0.0
True,False,False,False,296,11.84000015258789,0.28084424138069153,20.054044723510742,0.824455201625824,123.98268127441406,10.47150993347168,0.5935109853744507,0.0
True,False,False,False,296,11.84000015258789,0.25563085079193115,20.153268814086914,0.8244320750236511,128.56947326660156,10.858907699584961,0.6228848695755005,0.0
True,False,False,False,297,11.880000114440918,0.25793537497520447,20.415056228637695,0.8265900015830994,121.9450912475586,10.264738082885742,0.5072999000549316,0.0
True,False,False,False,297,11.880000114440918,0.2736646831035614,20.13249397277832,0.8194102644920349,117.25312805175781,9.869791984558105,0.20576295256614685,0.0
True,False,False,False,297,11.880000114440918,0.2955038249492645,20.159221649169922,0.8246796131134033,109.64784240722656,9.229616165161133,0.17486223578453064,0.0
True,False,False,False,297,11.880000114440918,0.2718958854675293,20.1529598236084,0.8275081515312195,109.86798095703125,9.248146057128906,0.15292701125144958,0.0
True,False,False,False,298,11.920000076293945,0.26247337460517883,20.490602493286133,0.8242495656013489,118.84396362304688,9.970130920410156,0.5157780647277832,0.0
True,False,False,False,298,11.920000076293945,0.25603827834129333,20.127273559570312,0.8283510804176331,117.12201690673828,9.825672149658203,0.6428500413894653,0.0
True,False,False,False,299,11.960000038146973,0.24497023224830627,20.281007766723633,0.8225368857383728,106.87646484375,8.936159133911133,0.13235080242156982,0.0
True,False,False,False,299,11.960000038146973,0.2480718344449997,20.372270584106445,0.8096866607666016,121.8022689819336,10.184136390686035,0.01330786943435669,0.0
True,False,False,False,299,11.960000038146973,0.27113988995552063,20.33102035522461,0.8118671774864197,117.86517333984375,9.854948043823242,0.011718332767486572,0.0
True,False,False,False,299,11.960000038146973,0.2709820568561554,20.773723602294922,0.8105496764183044,127.32952117919922,10.646281242370605,0.1067885160446167,0.0
True,False,False,False,299,11.960000038146973,0.2563442885875702,20.61515235900879,0.8052147626876831,130.43247985839844,10.905725479125977,0.07591697573661804,0.0
True,False,False,False,299,11.960000038146973,0.2619136571884155,20.37211036682129,0.830755352973938,103.89012908935547,8.6864652633667,0.44738277792930603,0.0
True,False,False,False,299,11.960000038146973,0.2794801890850067,20.176719665527344,0.8227095603942871,129.0888214111328,10.793379783630371,0.6337908506393433,0.0
True,False,False,False,299,11.960000038146973,0.27027854323387146,20.282814025878906,0.8225781917572021,121.70594024658203,10.176081657409668,0.5218286514282227,0.0
True,False,False,False,299,11.960000038146973,0.2356344759464264,20.51806640625,0.8224278092384338,114.60987854003906,9.582765579223633,0.3183504045009613,0.0
True,False,False,False,300,12.0,0.2852931022644043,20.186555862426758,0.8188945651054382,114.54815673828125,9.545680046081543,0.31534191966056824,0.0
True,False,False,False,300,12.0,0.28202375769615173,20.101436614990234,0.8269941210746765,122.54304504394531,10.211920738220215,0.6329494714736938,0.0
True,False,False,False,300,12.0,0.24538446962833405,20.5992431640625,0.8180772662162781,113.90229797363281,9.49185848236084,0.07035070657730103,0.0
True,False,False,False,300,12.0,0.2613113820552826,20.359058380126953,0.8291191458702087,120.22540283203125,10.018783569335938,0.6094505786895752,0.0
True,False,False,False,300,12.0,0.234495609998703,20.404823303222656,0.8077436685562134,117.31058502197266,9.77588176727295,0.012448400259017944,0.0
True,False,False,False,300,12.0,0.28056976199150085,20.111928939819336,0.8189306855201721,121.53791046142578,10.128159523010254,0.37309780716896057,0.0
True,False,False,False,300,12.0,0.2504104971885681,20.58949851989746,0.8088409304618835,122.24993896484375,10.187495231628418,0.048947274684906006,0.0
True,False,False,False,300,12.0,0.2744726240634918,20.398038864135742,0.8106147050857544,125.76901245117188,10.480751037597656,0.23523953557014465,0.0
True,False,False,False,301,12.039999961853027,0.24482807517051697,20.692359924316406,0.8187362551689148,118.68655395507812,9.857686996459961,0.34346553683280945,0.0
True,False,False,False,301,12.039999961853027,0.27720606327056885,20.470752716064453,0.8249144554138184,114.27458190917969,9.491244316101074,0.458059161901474,0.0
True,False,False,False,301,12.039999961853027,0.24775008857250214,20.597042083740234,0.81695556640625,125.16053771972656,10.395393371582031,0.1901581585407257,0.0
True,False,False,False,301,12.039999961853027,0.27446454763412476,20.271650314331055,0.836575448513031,114.0177230834961,9.469910621643066,0.5364261865615845,0.0
True,False,False,False,301,12.039999961853027,0.25927528738975525,20.354063034057617,0.8224693536758423,129.9010772705078,10.7891263961792,0.6695404052734375,0.0
True,False,False,False,301,12.039999961853027,0.2405402809381485,20.157983779907227,0.8251838684082031,113.95266723632812,9.464507102966309,0.369486540555954,0.0
True,False,False,False,301,12.039999961853027,0.24670648574829102,20.418533325195312,0.8238199949264526,111.29773712158203,9.243998527526855,0.4467986524105072,0.0
True,False,False,False,301,12.039999961853027,0.24493464827537537,19.862255096435547,0.8355845808982849,114.71321868896484,9.52767562866211,0.649948239326477,0.0
True,False,False,False,302,12.079999923706055,0.26677238941192627,20.536666870117188,0.8105734586715698,130.94882202148438,10.840134620666504,0.09123817086219788,0.0
True,False,False,False,302,12.079999923706055,0.2842409610748291,20.337648391723633,0.8144761323928833,112.1593246459961,9.284712791442871,0.011367231607437134,0.0
True,False,False,False,302,12.079999923706055,0.28249144554138184,20.289684295654297,0.8155885934829712,125.28561401367188,10.371325492858887,0.12567955255508423,0.0
